customer_id,order_id,order_date,Amount
12346.0,541431,2011-01-18 10:01:00,77183.6
12347.0,537626,2010-12-07 14:57:00,711.79
12347.0,542237,2011-01-26 14:30:00,475.39
12347.0,549222,2011-04-07 10:43:00,636.25
12347.0,556201,2011-06-09 13:01:00,382.52
12347.0,562032,2011-08-02 08:48:00,584.9100000000001
12347.0,573511,2011-10-31 12:25:00,1294.32
12347.0,581180,2011-12-07 15:52:00,224.82
12348.0,539318,2010-12-16 19:09:00,892.8
12348.0,541998,2011-01-25 10:42:00,227.44
12348.0,548955,2011-04-05 10:47:00,367.0
12348.0,568172,2011-09-25 13:13:00,310.0
12349.0,577609,2011-11-21 09:51:00,1757.55
12350.0,543037,2011-02-02 16:01:00,334.4
12352.0,544156,2011-02-16 12:33:00,296.5
12352.0,545323,2011-03-01 14:57:00,144.35
12352.0,545332,2011-03-01 15:52:00,840.3
12352.0,546869,2011-03-17 16:00:00,120.33
12352.0,547390,2011-03-22 16:08:00,160.33
12352.0,567505,2011-09-20 14:34:00,366.25
12352.0,568699,2011-09-28 14:58:00,266.25
12352.0,574275,2011-11-03 14:37:00,311.73
12353.0,553900,2011-05-19 17:47:00,89.0
12354.0,550911,2011-04-21 13:11:00,1079.4
12355.0,552449,2011-05-09 13:49:00,459.4
12356.0,541430,2011-01-18 09:50:00,2271.62
12356.0,549435,2011-04-08 12:33:00,481.46000000000004
12356.0,576895,2011-11-17 08:40:00,58.349999999999994
12357.0,574740,2011-11-06 16:07:00,6207.67
12358.0,559707,2011-07-12 10:04:00,484.86
12358.0,581232,2011-12-08 10:26:00,683.2
12359.0,540946,2011-01-12 12:43:00,547.5
12359.0,543370,2011-02-07 14:51:00,1838.9099999999999
12359.0,555477,2011-06-03 12:26:00,1109.32
12359.0,571034,2011-10-13 12:47:00,2876.85
12360.0,554132,2011-05-23 09:43:00,1083.58
12360.0,563749,2011-08-19 10:10:00,534.7
12360.0,571705,2011-10-18 15:22:00,1043.78
12361.0,545017,2011-02-25 13:51:00,189.9
12362.0,544203,2011-02-17 10:30:00,479.1
12362.0,551346,2011-04-28 09:12:00,495.24
12362.0,559295,2011-07-07 12:32:00,303.76
12362.0,563037,2011-08-11 15:02:00,469.25
12362.0,568651,2011-09-28 12:04:00,829.99
12362.0,570667,2011-10-11 14:33:00,355.8
12362.0,572887,2011-10-26 13:47:00,786.95
12362.0,573173,2011-10-28 10:10:00,499.15999999999997
12362.0,574329,2011-11-04 09:07:00,477.94
12362.0,580979,2011-12-06 15:40:00,529.04
12363.0,549687,2011-04-11 13:29:00,299.1
12363.0,563947,2011-08-22 10:18:00,252.9
12364.0,563854,2011-08-19 15:24:00,623.92
12364.0,567897,2011-09-22 16:07:00,79.8
12364.0,573401,2011-10-30 15:43:00,299.06
12364.0,580152,2011-12-02 10:22:00,310.32
12365.0,544574,2011-02-21 13:51:00,320.69
12365.0,544578,2011-02-21 14:04:00,320.69
12367.0,580716,2011-12-05 16:48:00,168.9
12370.0,538826,2010-12-14 12:58:00,1590.82
12370.0,539330,2010-12-17 09:38:00,277.2
12370.0,546236,2011-03-10 12:48:00,938.39
12370.0,571905,2011-10-19 14:51:00,739.28
12371.0,570521,2011-10-11 10:43:00,1527.96
12371.0,572770,2011-10-26 10:16:00,360.0
12372.0,544157,2011-02-16 12:46:00,399.22
12372.0,552731,2011-05-11 10:43:00,515.7
12372.0,568872,2011-09-29 12:12:00,383.12
12373.0,542887,2011-02-01 13:10:00,364.6
12374.0,576345,2011-11-14 15:37:00,742.9300000000001
12375.0,565333,2011-09-02 14:23:00,230.3
12375.0,579281,2011-11-29 10:36:00,227.20000000000002
12377.0,539488,2010-12-20 09:37:00,1001.52
12377.0,542586,2011-01-28 15:45:00,626.6
12378.0,562046,2011-08-02 10:34:00,4008.62
12379.0,557789,2011-06-22 16:32:00,459.84
12379.0,567196,2011-09-19 10:09:00,392.40000000000003
12380.0,555739,2011-06-07 09:49:00,607.5500000000001
12380.0,567928,2011-09-22 17:31:00,626.01
12380.0,571187,2011-10-14 11:39:00,450.86
12380.0,577180,2011-11-18 11:27:00,1040.39
12381.0,563100,2011-08-12 09:57:00,1268.74
12381.0,570681,2011-10-11 15:45:00,6.0
12381.0,570725,2011-10-12 11:30:00,4.5
12381.0,574694,2011-11-06 13:36:00,419.06
12381.0,580638,2011-12-05 12:44:00,147.01
12383.0,539840,2010-12-22 14:28:00,600.72
12383.0,540971,2011-01-12 14:10:00,651.16
12383.0,546434,2011-03-14 08:41:00,357.07
12383.0,550284,2011-04-15 14:10:00,142.16
12383.0,555928,2011-06-08 08:02:00,99.45
12384.0,562882,2011-08-10 11:23:00,292.69
12384.0,575734,2011-11-11 08:39:00,292.58
12386.0,537676,2010-12-08 09:53:00,258.9
12386.0,540280,2011-01-06 12:37:00,143.0
12388.0,541271,2011-01-17 11:12:00,431.3
12388.0,543357,2011-02-07 13:59:00,124.05000000000001
12388.0,546135,2011-03-09 15:47:00,210.9
12388.0,560033,2011-07-14 13:28:00,902.09
12388.0,568145,2011-09-25 11:30:00,825.9200000000001
12388.0,578459,2011-11-24 12:30:00,286.4
12390.0,567530,2011-09-21 09:33:00,549.84
12391.0,577228,2011-11-18 12:07:00,460.89
12393.0,540700,2011-01-11 09:47:00,462.5
12393.0,541149,2011-01-14 11:36:00,177.00000000000003
12393.0,549313,2011-04-08 09:45:00,421.6
12393.0,568708,2011-09-28 15:41:00,521.5
12394.0,552188,2011-05-06 14:01:00,381.08
12394.0,569997,2011-10-07 08:08:00,891.4
12395.0,537026,2010-12-03 16:35:00,346.1
12395.0,539447,2010-12-17 16:00:00,333.82
12395.0,543733,2011-02-11 12:16:00,231.51
12395.0,547517,2011-03-23 14:33:00,326.5
12395.0,551985,2011-05-05 14:38:00,149.97
12395.0,552884,2011-05-12 10:15:00,181.82
12395.0,558623,2011-06-30 16:52:00,163.9
12395.0,563852,2011-08-19 15:18:00,165.95
12395.0,569496,2011-10-04 13:45:00,346.68
12395.0,575151,2011-11-08 16:12:00,263.08
12395.0,575154,2011-11-08 16:15:00,243.47
12395.0,577551,2011-11-20 15:21:00,265.83
12397.0,561507,2011-07-27 14:21:00,1214.81
12397.0,574336,2011-11-04 09:52:00,1195.09
12398.0,572567,2011-10-25 10:27:00,1635.6599999999999
12399.0,547412,2011-03-23 09:42:00,288.05
12399.0,552543,2011-05-10 10:22:00,480.90000000000003
12399.0,556203,2011-06-09 13:09:00,130.08
12399.0,563172,2011-08-12 13:15:00,209.62
12401.0,543537,2011-02-09 13:50:00,84.3
12402.0,541675,2011-01-20 13:49:00,225.6
12403.0,572184,2011-10-21 10:51:00,427.7
12405.0,559928,2011-07-14 08:52:00,1710.39
12406.0,556127,2011-06-09 10:23:00,1621.25
12406.0,577126,2011-11-17 19:22:00,1794.05
12407.0,547061,2011-03-20 13:21:00,226.3
12407.0,550440,2011-04-18 12:25:00,269.66
12407.0,559058,2011-07-06 09:49:00,719.06
12407.0,561662,2011-07-28 16:28:00,192.34
12407.0,572133,2011-10-21 10:11:00,300.76
12408.0,547684,2011-03-24 14:46:00,762.89
12408.0,547685,2011-03-24 14:47:00,74.7
12408.0,557147,2011-06-17 10:51:00,654.18
12408.0,565246,2011-09-02 10:27:00,642.28
12408.0,574862,2011-11-07 12:27:00,754.5
12409.0,556415,2011-06-10 12:19:00,6207.08
12409.0,567642,2011-09-21 14:15:00,4.95
12409.0,567721,2011-09-22 10:38:00,4860.64
12410.0,543180,2011-02-04 10:38:00,625.3299999999999
12410.0,543181,2011-02-04 10:39:00,68.0
12412.0,557889,2011-06-23 13:51:00,514.5
12412.0,561102,2011-07-25 11:17:00,376.24
12412.0,568223,2011-09-26 10:16:00,336.14
12413.0,540365,2011-01-06 16:12:00,479.25
12413.0,550338,2011-04-17 15:33:00,84.65
12413.0,569402,2011-10-04 09:00:00,194.20000000000002
12414.0,543027,2011-02-02 14:51:00,153.76
12414.0,550998,2011-04-26 09:12:00,242.8
12414.0,552202,2011-05-06 14:51:00,165.85
12415.0,540267,2011-01-06 11:12:00,7011.38
12415.0,540557,2011-01-10 09:58:00,81.6
12415.0,543989,2011-02-15 09:52:00,14022.92
12415.0,545475,2011-03-03 10:59:00,16726.84
12415.0,548661,2011-04-01 14:28:00,350.0
12415.0,553546,2011-05-17 15:42:00,11924.800000000001
12415.0,554037,2011-05-20 14:13:00,766.3599999999999
12415.0,556917,2011-06-15 13:37:00,22775.93
12415.0,556918,2011-06-15 13:37:00,650.88
12415.0,559919,2011-07-13 15:30:00,2735.16
12415.0,559920,2011-07-13 15:31:00,61.199999999999996
12415.0,560491,2011-07-19 10:51:00,158.65
12415.0,563614,2011-08-18 08:51:00,21880.44
12415.0,565145,2011-09-01 13:50:00,2732.92
12415.0,565146,2011-09-01 13:51:00,208.79999999999998
12415.0,569647,2011-10-05 12:35:00,828.0
12415.0,569650,2011-10-05 12:44:00,15643.77
12415.0,574014,2011-11-02 12:03:00,624.24
12415.0,574138,2011-11-03 11:26:00,375.24
12415.0,576394,2011-11-15 10:32:00,4925.8
12415.0,576586,2011-11-15 14:22:00,429.6
12417.0,539391,2010-12-17 11:51:00,291.34
12417.0,541991,2011-01-25 09:11:00,323.44
12417.0,545536,2011-03-03 14:12:00,410.0
12417.0,551398,2011-04-28 13:09:00,436.3
12417.0,555574,2011-06-05 15:46:00,437.19
